名称,摘要
联合收割机梳捋筒,本发明公开了一种联合收割机梳捋筒，它主要由挡盘(5)、中间幅盘(6)、轴(7)和梳捋齿板(11)组成，挡盘(5)在两端头，相邻梳捋齿板(11)之间用封板与幅盘(4)及中间幅盘(6)连接形成密封筒体，梳捋齿板(11)的齿形为三角形，相邻齿之间由大小不同的两个半圆和一个梯形构成前部为心型的的梳捋腔，梳捋齿板(11)两端的梳捋齿采用半齿结构，其齿长比其它全齿短。心形梳捋腔面积大，适应高产作物的收获。心形梳捋腔的小半圆孔适应小穗轴作物及稀疏作物的收获，扩大了收获适应范围。两侧半齿紧邻两端的挡盘(5)，割幅两侧作物不会漏梳捋，挡盘(5)高出半齿，割幅两侧的籽粒飞溅得到控制，减轻了割幅两侧籽粒飞溅落粒损失。
动力修边器,一种用于动力修边器的外壳组件，该组件包括一外壳和一盖门，盖门与该外壳相连接，且可在一开启位置和一关闭位置之间移动。当盖门位于关闭位置时，外壳上制出的迷宫式密封构件与盖门彼此接合，构成一阻挡灰尘和碎屑进入组件的迷宫式密封。外壳组件还包括一用于罩封着一旋转刀片的防护装置。该防护装置包括一具有前端和后端的面向部分。面向部分由一相对于该刀片的转动轴线逐渐增大的半径限定。
棉花收获机,一种机载棉花收获机打包系统，包括并排安装在棉花收获机机架上并与单个收集器相邻的第一和第二打包机，收集器的宽度大体上与打包机的宽度相同。有选择地起动位于收集器底部的两套定量供料辊中的其中一套，将棉花输送到第一打包机。与收集器宽度等长的可逆转螺旋输送器使收集器中的棉花移向工作着的那套定量供料辊，以保证连续输送材料到工作着的打包机中。当第一个棉包完全形成后，起动相对的那套定量供料辊和第二打包机，并使螺旋输送器逆转。在第二打包机工作的同时可以很容易地卸下已完成的棉包，这样，棉花收获机可以连续工作。
收割机,本发明是具有分草构架(16)的收割部(10)能相对于行进机体自由升降地与行进机体相连接的收割机，上述收割部的对地高度检测装置(20)设有接地传感器(21)，以及根据该接地传感器的摆动角而检测上述收割部的对地高度的检测部(22)，其中，上述对地高度检测装置(20)还设有支持体(25)和施力机构(60)，所述支持体(25)支持上述接地传感器(21)和检测部(22)，使其能围绕着摆动轴心(X)自由地上下摆动，与这些接地传感器和检测部一起、能围绕着机体前后方向的转动轴心(Y)自由地转动且与上述分草构架相连接，所述施力机构(60)对该支持体施力、使其向相对于上述分草构架的基准转动位置(N)转动。
农业机械—尤其是带有改进型截切装置的旋转式割草机,本发明公开了一种装备有截切装置(4)的农业机械，所述截切装置(4)包括：一护罩(9)；至少三个截切构件(7a-7e)，它们被设置在所述护罩(9)的上方，且被连接到所述护罩(9)上，以便于能绕竖立的转轴(8a-8e)进行枢转；传动元件，其使所述截切构件(7a-7e)绕各个转轴(8e-8e)旋转；而且，在所述的数个截切构件(7a-7e)中，至少有两个相邻截切构件(7b、7c；7d、7e)的转动方向(10b、10c；10d、10e)是相反的，且两转动方向向前方收敛汇合。本发明农业机械的特征在于：将转动方向(10b、10c；10d、10e)相反且向前方收敛的两相邻截切构件(7b、7c；7d、7e)的转动轴(8b、8c；8d、8e)分隔开的距离(12)大于至少某一距离(13、22)，后一距离是指转动方向(10a、10b；10c、10d)并不向前方收敛的两相邻截切构件(7a、7b；7c、7d)的转动轴(8a、8b；8c、8d)之间的分隔距离(13、22)。按照此种方式对所述截切构件(7a-7e)进行布置能有利地提高将截切后作物向所述截切装置(4)的后方进行移送的能力。
扭矩传递元件以及制动器和离合器的组件,一摩擦耦合件(20)，包括：摩擦件(21)，该摩擦件包括一制动表面(21d)和一与上述制动表面在不同平面的离合表面(21c)；抵靠上述摩擦件的弹簧(22)；一靠近上述制动表面的制动件(23)，制动件相对于摩擦件安装，以允许相对旋转；以及连接到制动件上的致动促动器(24)。摩擦件还可以包括一插入件(21e)。
联合收割机,本发明的联合收割机设有：谷秆输送装置，其具有夹持输送收割谷秆根株的夹持输送机构和卡止输送收割谷秆穗梢的卡止输送机构，并一边使收割谷秆从竖立姿势变为横躺姿势，一边进行输送；纵转式辅助输送装置，其设置在上述夹持输送机构的输送终端一侧，并从该夹持输送机构接收收割谷秆；以及脱粒装置，其设置在所述辅助输送装置的输送终端一侧，具有从该辅助输送装置接收以横躺姿势输送的收割谷秆根株的纵转式分送链和接收通过该分送链夹持输送的收割谷秆穗梢的接收口，该收割机的特征在于：在上述辅助输送装置的输送终端部与上述分送链的输送始端部之间设置分离导向件，该分离导向件构成为使收割谷秆与所述辅助输送装置分离并导引到所述分送链。
作业车,一种作业车，具有行驶变速装置、变速操作工具、位置传感器、作业离合器以及致动器，当位置传感器检测到变速操作工具被操作到中立停止位置时，由致动器操作作业离合器使其处于上述切断状态，当位置传感器(37)检测到变速操作工具(17)被操作到处于中立停止位置时，由致动器操作作业离合器(14)使其处于切断状态；当位置传感器检测到变速操作工具被操作到低速行驶侧时，由致动器操作上述作业离合器使其处于传动状态，并且，由致动器操作作业变速装置使其处于低速侧；并且，当位置传感器检测到变速操作工具被操作到高速行驶侧时，由致动器操作作业离合器，使其处于传动状态，并且，由致动器操作作业变速装置，使其处于高速侧。
带吸气消音器的联合收割机,在空气滤清器12与发动机73之间夹设吸气消音器14。或在吸入外气进行预先净化的预清洁器11与空气滤清器12之间夹设吸气消音器15。吸气消音器14与空气滤清器12，借转动载置固定座位10的发动机室罩77而可露出机体外。
秸杆粉碎回收机,本发明公开了一种秸杆粉碎回收机，包括送料管、一组六角皮带及皮带轮、三角皮带轮、压爪式离合器总成(三角皮带轮)、粉碎机、风机、轴承总成、轴销、绞盘支架、收割台壳体、绞龙及粉碎装置、集料叉、割刀总成、粉碎刀片、张紧轮、钢丝绳、绞盘调整圆盘、骑马螺栓、支撑架、粉碎机轴承。通过骑马螺栓将其与拖拉机前配重支架连接，工作中发动机动力经一组三角皮带轮传递给风机与绞龙、动刀片，将秸杆割下后移至绞龙及粉碎装置腔，经粉碎后沿送料管送至拖车上，从而完成对秸杆的收割粉碎及回收工作。该发明不仅可秸杆还田，也可粉碎后收集，可以根据需要改变割茬高度。具有操作方便，转弯半径小，不留残茬，使用、携带方便，结构简单，重量轻等优点。
牧草联合收获机,一种牧草联合收获机，其特征是在一种草原轻型吉普车上，其变速箱和后桥后面各增加一个分动箱，尾部拖挂集草斗车，变速箱后面的分动箱驱动往复式割草机割草，后桥后面的分动箱驱动涡轮吸草机将割下的草吸进，并通过管道送入集草斗车，它将割草、搂草、压捆、装运等作业程序集中于一机完成。草原轻型吉普车平时作为越野车使用，一机多用，省工省时，节省能源、节省投资、提高效率、降低成本。是一种更新换代的牧草收割机。
电动割草机,一种电动割草机(10)，其包括切割器刀片(23)，设置在该切割器刀片上方的电动马达(22)，以及用于驱动该电动马达的电池单元(26)。该电池单元定位在电动马达上方，由此实现割草机的重量平衡。这种结构使空气能够在电动马达和电池单元之间平稳地流动。
棉花处理系统及其操作方法,棉花接收机构包括接收箱和底部传送带，接收箱支撑在带轮机架上，底部传送带向直立的成套指状转子移动棉花，该转子把棉花喂进直立充填斗。被喂进的棉花被送进打捆机，该打捆机安装在机架上，用于棉花成型和打包。压缩的捆包从打捆机卸下，并被装载至运输设备上，该运输设备使用传统的打捆处理装置，如装有拖拉机的装载机。该打捆机可以直接安装在带有接收箱和充填斗的机架上，作为一个单元移动到从收获机棉箱接收棉花的田间需要位置。在另一个实施例中，打捆机可以是一个拖在后面的独立单元，或者与机架、接收箱及充填斗独立拖拉的单元。
联合收割机,联合收割机，在轴架脱粒滚筒的脱粒室的一侧设有轴架二级处理滚筒的二级处理室，该二级处理滚筒用于接受二级物并对其进行处理，在上述二级处理室的后方设有轴架排尘处理滚筒的排尘处理室，该排尘处理滚筒接受来自上述脱粒室的被处理物并对其进行处理，在上述脱粒室与二级处理室及排尘处理室的下方设有摇动分选台，在该摇动分选台的下方从分选风送风方向上游侧起配置风车和一级移送螺旋和二级移送螺旋而构成脱粒装置，从与上述一级移送螺旋连通的一级扬谷装置向配置在脱粒装置的侧方的谷粒储存装置内运送一级物，从与上述二级移送螺旋连通的二级扬谷装置向上述二级处理室内运送二级物，在上述谷粒储存装置的下部设置多个谷粒取出口。
