名称,摘要
利用子叶柄作为外植体的棉花组织培养方法,本发明涉及利用海岛棉(G.barbadense L.)子叶柄作为外植体经组织培养获得再生植株的方法。海岛棉种子经消毒处理，置于种苗培养基上进行种子萌发，切下子叶柄，将其放在诱导培养基中，待丛生芽长大后切下再放在伸长培养基中使其伸长，然后转移到生根培养基中，长出根系得到再生苗。本发明的方法可产生丛生的丛生芽，各品种间无基因型限制、培养周期短、再生植株生长正常。用本发明方法建立的海岛棉子叶柄丛生芽再生体系适合于各种海岛棉品种。
珍贵杂交兰花的育种与繁殖方法,本发明是一种珍贵杂交兰花的育种与繁殖方法。其特征在于将采得的沉香虎头兰变种(Cmbidium tracyanum L castle var huang su)、大雪兰(C.mastersii Griff)及黄蝉兰(C.iridioides)兰株在资源圃内进行杂交育种和果实培育，经杂交育、种子无菌萌发种、外植体处理、种子萌发、种子萌发长出幼根转接培养等得到。采用沉香虎头兰变种、大雪兰及黄蝉兰三种兰花作亲本进行杂交育种，突破一系列技术难关培育新品种还未见报道。此种方法不但培育出了新品种，还能进行快速繁殖，以满足“看叶胜看花”的产业化需求。
九节茶药材种苗的组培快繁方法,九节茶药材种苗的组培快繁方法，涉及九节茶药材通过生物组培无性繁殖技术获得株性稳定的组培快繁育苗方法。它是通过选取九节茶的带节茎段或顶芽作外植体，进行表面消毒处理；诱导丛生芽的初代培养；增殖培养；生根培养；炼苗和移栽五个步骤完成。本发明具有出苗快，稳定性高，苗壮，种苗品质好、抗性强、生长良好，实用性强等优点。解决了九节茶药材种植的种苗供应，为实现九节茶药材种植的GAP规范化管理提供了保障，也为以九节茶药材为原料的药品生产提供了质量保证。
一种多年生藤本豆的栽培法,本发明涉及一种豆科植物新品种，即利用野生藤豆母本雄性不孕与大油豆杂交，即采取粒性诱发，风土驯化，自交分离选拔固定后进行杂交，对杂交后代继续采用粒性诱发选拔，风土驯化的育种措施，而获得一种含4至5粒性大型荚果，本发明所培育多年生藤豆因多年生具有多种抗逆性，不需要防病虫害用药；因具有大的根瘤能强力自身固氮，所以无须追施化肥。可利用大自然荒山、陡坡、沙丘，集中建设天然野林式，多年生藤本豆角林生产出口基地，生产出山野味、香气浓浓，返朴归真的豆角，产品具有很好的市场竞争力。
长春花毛状根再生植株的方法,本发明是一种生物技术领域的长春花毛状根再生植株的方法。本发明将长春花毛状根外植体切段，置于愈伤组织诱导培养基上，经光照培养，形成愈伤组织，通过接种到不定芽诱导培养基上培养，形成芽点，挑选芽点的愈伤组织继续培养，经光照培养，形成不定芽，切取不定芽转移到生根培养基上，产生出不定根，将再生出的完整植株转移到快速繁殖培养基上继续培养，选取株系，移栽到盛有移栽基质的花盆中，通过驯化可获得生长正常的长春花植株。本发明筛选出适合长春花毛状根不定芽分化和生根的培养基，长春花毛状根的不定芽分化率达80％，不定芽生根率为100％，再生植株的移栽成活率为100％。
一种籼稻的离体培养方法,本发明属于新植物技术领域。公开了一种籼稻的离体培养方法。筛选得到一种适用于籼稻离体培养的愈伤组织继代培养基(J<SUB>3</SUB>)和一种分化培养基(DL<SUB>3</SUB>)。新的培养基含有大量成分、微量成分、附加成分、碳源和植物激素等组分。应用本发明的培养基和现有经典培养基，在四个有广泛代表性的、目前普遍推广的籼稻品种“明恢63”、“珍汕97B”、“中419”和“W9864S”组培材料上进行了对比试验。结果显示，本发明的籼稻离体培养方法和培养基，在籼稻愈伤组织的继代和再生方面明显优于同类方法和培养基，可以较好地克服籼稻品种离体培养和转基因应用中的困难。
狗蔷薇硬枝扦插方法,本发明涉及一种狗蔷薇硬枝扦插方法，其工艺步骤如下：在2～3月或1～2月，选用狗蔷薇壮条，去掉枝条顶部和基部，留用枝条中上部，截取插条，每根插条截取长度为10～15cm，捆成扎，把插条基部对齐；将狗蔷薇插条立放在生根粉溶液中速蘸5～15秒钟取出，垂直扦插到混合基质中，扦插深度为3～7cm，扦插后立即浇透水；插条扦插后每8～12天喷施一次浓度为1000±200倍的多菌灵溶液，全天候温控大棚，气温保持在7～23℃，空气相对湿度为70～90％，40～50天出圃移栽。本发明根据植物扦插对环境条件的特殊要求，人为地满足植物扦插所需要的最佳环境条件，从而使狗蔷薇硬枝扦插成活率从5％～10％提高到95％以上，极大地推进了树状月季良砧狗蔷薇的普及与推广。
春兰种子组织培养育苗方法,本发明涉及一种采用春兰种子组织培养育苗方法，它包括以下工艺步骤：取春兰未裂开的蒴果，为外植体；用酒精浸泡或用药棉蘸酒精揩试春兰蒴果表面，切开春兰蒴果，取出春兰粉沫状种子，装入细布袋内，用酒精浸泡，再放入0.08～0.12mol/LNaOH溶液中处理8～10分钟，最后放入10.5±2％次氯酸钠溶液中6～8分种；把经处理的春兰种子均匀地播种在种子萌发培养基上，每天光照14～16小时，光照强度1000～1500lux，温度23±2℃，培养160～180天，即可生长为原球茎；将原球茎转接到上述同样的种子萌发培养基中继代培养，50～60天，长成新芽或原球茎，以后不断切割原球茎继代，即可几何级数增长。本发明采用春兰种子组织培育方法，既可繁殖优良品种，又可从种子实生苗中选择优异兰株。
具有多倍体减数分裂稳定性基因的多倍体水稻选育及鉴测方法,本发明提出一种解决多倍体水稻结实率低问题的具有多倍体减数分裂稳定性(Polyploid Meiosis Stability，PMeS)基因的多倍体水稻选育及鉴测方法。其选育过程为：a.选择亲本；b.杂交或复合杂交；c.挑选杂种连续回交；d.染色体加倍；e.多倍体鉴定；f.结实性选择；g.减数分裂行为观察；h.自交稳定成品系；i.高结实性杂交测定。鉴测指标为：a.亚洲栽培稻中的籼稻或粳稻的多倍体品系；b.具有≥65％的结实率；c.减数分裂行为正常。d.花粉形态和生理活性正常，经0.1％I-KI染色，正常可染花粉≥95％；e.以PMeS多倍体水稻与其它多倍体水稻品种杂交的后代结实率在70％以上，与A基因组野生稻杂种的多倍体后代结实率在65％以上。本发明解决了多倍体水稻结实率低的问题，可应用于多倍体水稻育种。
狗蔷薇的组织培养和育苗方法,本发明涉及一种狗蔷薇的组织培养和育苗方法，属植物栽培、植物无性繁殖及园艺学技术领域。其具体工艺步骤为：从田间剪取狗蔷薇一年生枝条，剪去叶片，切成每段含2～3个节的茎段，再切成单芽的单节茎段，接种在初代培养基上，单节茎段上的单芽长成芽苗，将芽苗从茎段上切下，移入装有继代培养基的密闭的容器中，进行继代培养，扩繁试管苗，继代培养时，大于3叶的芽苗切成单芽茎段，小于3叶的芽苗切成单株，以后每30±5天如此继代一次，再将扩繁试管苗取出，移入装有生根培养基的密闭的容器中，进行生根培养，最后移栽到基质上，培育成苗木。本发明繁殖系数高、成活率高、且狗蔷薇性状不会发生变异，从而解决狗蔷薇苗木的规模化生产问题，促进树月季的规模化生产。
珠芽摩芋种苗繁育方法,一种珠芽摩芋种苗繁育方法，利用组织培养技术繁殖珠芽摩芋，先取珠芽魔芋的珠芽或叶片或叶柄或根或块茎芽即嫩芽或鳞叶或块茎切片，在MS或1/2MS或N<SUB>6</SUB>基本培养基中附加0-5mg.L<SUP>-1</SUP>的植物激素BA或Kt或植物激素组合BA+NAA或BA+IAA或Kt+NAA或Kt+IAA，蔗糖浓度3％，pH值＝5.8，光照时间12h·d<SUP>-1</SUP>，光照强度1000-1500lx，培养温度为24±1℃下培养，然后将以上各外植体产生的愈伤组织和不定芽组织块移入MS+BA0.5+NAA0.2的培养基中继续生长，形成不规则状结构后切割继代，再将试管芽丛转入仅含生长素的1/2MS培养基上进行生根培养，20天后，将试管苗直接移入没经特殊处理的基质中即可。
超级杂交水稻育种亲本选配方法,"可充分利用杂种优势及塑造理想株型的超级杂交水稻育种亲本
选配方法，是以水稻中间型不育系为母本、中间型恢复系为父本，
配组产生F1杂种，选取F1性状优越者所对应的父本和母本，用于
杂交选育水稻杂交品种。本发明适用于超级杂交水稻育种的亲本选
配。"
花毛茛的组织培养与快速繁殖方法,"本发明提供一种花毛茛的组织培养与快速繁殖方法，它采用种球催芽、
外植体灭菌、不定芽诱导培养、不定芽继代培养、生根培养和过渡移栽等工
艺步骤，并在所对应的各培养基上进行培养，直至长成生根苗后直接移栽即
可。该方法解决了花毛茛无菌体系建立的关键技术，同时通过激素、营养、
培养环境的综合调节，达到了进种效率高，增殖速度快，生产技术稳定目的。
实现了花毛茛优良品种的规模化生产。"
一种杂交芦苇的培植方法,"本发明涉及一种杂交芦苇的培植方法。其特点是：将苇池建成母本、父
本两个池。当年的8-9月期间，选江苏省射阳县沿海滩涂的黄苇为母本，
江苏省兴化县的沙苇为父本，带土取苇根移植，适时上水、排水、施肥。父
本苇苗长到第二年6月中旬，裁苗留苗根使其重出苗，9月上旬截取苇花，
将苇花在阳光下晾晒后，埋入土塘中5-10天后取出晒干，再用海水浸泡，
取出悬挂于母本池中与母本芦苇同时扬花，经人工授粉后10-30天，截取被
授粉后的母本苇花，平铺在其根部。经杂交后的芦苇耐碱耐涝耐旱，并可在
海水中生长；苇杆直而坚硬，上下粗细均匀，密度高，比现有芦苇产量高出
两倍以上，杂交芦苇的得浆率高于常规苇8％，纤维率长仅次于竹浆。"
