名称,摘要
手扶式工作机离合操纵机构,"本发明公开了一种手扶式工作机离合操纵机构，离合拉索两端分别与离
合器拨叉臂和操作手柄连接，操作手柄通过手柄座设于手把管上，离合器拨
叉臂与工作机机体之间设有复位弹簧，弹簧与离合拉索作用力相反，在弹簧
力作用下离合器处于断开状态。本发明通过设置弹簧实现了离合器常开工作
模式，由此提高了机器的安全性能，在操作者因意外撒手失去对机器的控制
后，离合器自动断开，机器马上停止。同时便于发动机的启动，无需像传统
的常闭模式那样要刻意将离合断开。本发明不但实现了离合器的常开，而且
成本非常低，增加的零件很少，不涉及发动机的任何改动，对整机的改动也
很小。"
沙化土地植被恢复的施工方法,"本发明公开了一种对沙化土地进行植被恢复的施工方法。该方法是先
将秸秆制成草绳经垃圾菌种液浸泡后备用，然后再将秸秆粉、厩肥、螺旋
藻、多孔状层状硅酸盐治沙新材料、植物种子先后进行混合得到含有植物
种子的秸秆混合料。施工时，先在沙化土地上开出一系列的沟来，并在沟
内放置其备用的草绳，接着将含有植物种子的秸秆混合料撒放在沟内，再
浇水，覆土即可。该方法能使沙化土地进行固水、固肥、增肥，改善土壤
肥力，能为植物种子的发芽和植物的后期生长提供良好的支撑条件。"
前转式工作机,"提供了一种前转式工作机，该工作机具有设置在传动箱(27)的
前部(21)处的转动工作部分(15、16)，以及设置在转动工作部分的
前方的前轮(32)。该工作机包括保护件(34)，其从传动箱向前延伸，
用于保护转动工作部分的上侧(33)。用于支承前轮的支承设备(31)
连接到传动箱的前部(21)上。该支承设备具有与保护件相连的上部
(45)。从前轮施加到支承设备上的负载被分散到传动箱和保护件上，
从而增强了支承设备。"
棉杆残膜回收分离机,"本发明涉及一种棉杆残膜回收分离机，包括行走轮、牵引架、机架、传动机
构、液压机构，在机架上设有棉杆收集装置和残膜收集装置，棉杆收集装置包含棉
杆收集箱、切根铲、棉杆合拢板，并设有棉杆起拔输送装置，残膜收集装置包含残
膜收集箱、引风机和滚筒，滚筒中设有拾膜杆轴，拾膜杆轴设有拾膜杆，引风机的
吹风管口设于拾膜滚筒后方，吹风管口上方设有导引板，导引板另一端伸于残膜收
集箱中。与现有技术相比，本发明具有生产效率高，残膜拾净率高、并且能对棉
杆、残膜进行分离、收集的优点，如果设置棉叶收集装置，还可同时将棉叶回收加
以利用，并能减轻病虫害的发生。"
一种适用于各种边坡的植被绿化方法,"本发明是一种适用于各种边坡的植被绿化技术，其技术特点是先清理坡
面，然后铺挂镀锌机编网，然后用专业喷附机喷射含有植生基质、粘合剂、
保水剂、肥料和植物种子的固体混合物，喷附后表面铺挂无纺布和遮阳网保
墒。喷射层厚度为3-40cm，是根据不同自然区域的环境条件组合而成。本
发明解决了干旱、半干旱区高陡边坡绿化的难题。"
灭茬旋耕联合作业机,"本发明公开了一种灭茬旋耕联合作业机，为解决现有技术中的灭茬装置无
法抬起、浪费能源等问题而发明。包括旋耕机本体以及设置在旋耕机本体上的
灭茬装置，所述的灭茬装置由灭茬边臂、带有动力输入轴和动力输出轴的灭茬
边齿轮箱和灭茬刀轴组成，灭茬边齿轮箱和灭茬边臂的上端分别铰接在旋耕机
本体两侧；灭茬刀轴的一端安装在灭茬边臂的下端，另一端安装在灭茬边齿轮
箱的动力输出轴上；还包括起落装置，设置在旋耕机本体与灭茬装置之间；在
所述的灭茬边臂、灭茬边齿轮箱之间设置有稳定杆架。采用上述结构，利用起
落装置控制铰接在旋耕机本体上的灭茬装置，可以使灭茬装置根据需要抬起或
落下，从而节约能源，降低作业成本，减少机件磨损。"
中耕机的旋转锄铲,本发明提供中耕机的旋转锄铲，该旋转锄铲是一端切削成锐角并钻有多个用于连接到铲固定凸缘的孔，而旋转锄铲的另一端向着刀口方向倾斜地切削的钢板。旋转锄铲的一个侧缘从倾斜地切削的一端到离具有锐角的端的一定距离处锐化成刀口。该旋转锄铲在近似旋转锄铲的中部向上弯曲成曲形，然后再次向内扭曲具有刀口的一侧。近似在旋转锄铲的中间弯曲的区域制成向内弯形。
一种工字型箱体、行走轮与旋耕刀相互交叉防缠绕旋耕机,本发明公开了一种工字型结构的小型旋耕机，它主要包括：动力机、传动轮、摩擦式离合器、换挡结构、变速器、行走轮、旋耕刀、操作架、挡泥板皮带罩、其特点在于采用工字型箱体其传动结构紧凑，通过旋耕齿输出，变速至行走轮。由普遍的一次变速转化为两次变速，其主作用力得以分解，大大提高箱体内部齿轮使用寿命和抗疲劳强度。工字型箱体采用规则的几何形状设计，其加工简单、成本低，并实现一机多能。
一种两组刀同时反向旋转式切土、防缠绕微耕机,本发明公开了一种微耕机，主要特点是旋耕装置采用正反两组或两组以上刀对旋式切土，使耕深达到18-20厘米之间，提高耕作效率，实现平稳匀速耕作，解决了现有微耕机缠草问题、在硬质土耕作时的窜动问题和粘质土耕作时的积泥问题，加强了安全性。
一种与手拖拉扶机配套的油菜籽精量旋播机,本发明属于播种机技术领域，具体涉及一种与手拖配套的小型油菜籽精量旋播机，包含排肥单元、正负气压工作单元和旋耕单元；所述的正负气压工作单元包括正负气压机和正负气压组合式排种器；正负气压组合式排种器通过螺栓与排种器固定板连接在一起；所述的排种器固定板等距离焊接在前后两根正负气压分配管上方；所述的正负气压分配管通过焊接与左右两端的机架连接板连成一体；焊接于正负气压分配管前方的机架固定板与机架挂杆左和机架挂杆右构成三点悬挂。本机播种省种、省时；播种精度高、均匀性好、重播和漏播率低；灭茬能力强、整地作业质量高；实现施肥、精量播种、旋耕的联合作业。本机亦可用于其它球型小粒径种子的精量直播。
一种正负气压组合式油菜籽精量联合直播机,本发明属于播种机技术领域，具体涉及一种正负气压组合式油菜籽精量联合直播机，其特征在于，在机架上安装有正负气压组合式排种器和正负气压工作单元，所述的正负气压工作单元是由正负气压机、动力传输装置和支撑架构成，支撑架焊接在机架上，机架上主梁、中梁和后梁通过侧板和辅侧板连接成一体，变速箱固定在主梁中间，焊接在主梁上的上、下悬挂臂成三点悬挂，种床旋耕单元安装在主梁的正下方，旋耕直刀和旋耕弯刀固定焊接于旋耕轴上的旋耕刀座中，排种器等距离安装在中梁和后梁之间。本机对土壤破坏小，重播和漏播率低，无种子破损；可实现施肥与精量播种，大幅度减少油菜生长管理后期的间苗、定苗工作。
免耕播种施肥复式作业机具,一种免耕播种施肥复式作业机具，解决了现有的施肥气吸精密播种机存在的使用时先利用其它机具整地，作业前先要翻、旋的方式整地，拖拉机需要多次进地，然后进行播种，浪费能量，使用不经济，生产效率低；作业时产生沙尘，对周围环境产生不良影响的问题。它有一个机架，在机架上由前至后设有传动机构、风机，肥箱及施肥器、种箱、排种器及气吸室，在机架下部由前至后设有开沟器、震压轮和覆土器，在机架两侧设有地轮，其特殊之处是：在机架前面安装有辊架，在辊架上通过辊轴安装有二个压辊，在二个压辊之间夹持有圆刀片，在辊架两侧斜置有播禾盘。优点是：可使整地、施肥和播种一次完成，作业效率高，减轻对环境的污染，降低作业成本。
工作机械,本发明的工作机械，在把延长整地部件从延长姿态向退让姿态转动时可以对施力部件产生的弹力的增大加以抑制。其用来对田地进行整地的整地部件(23)具有主整地部件(25)、延长整地部件(26)，和对延长整地部件(26)向延长姿态侧施力的施力部件S，延长整地部件(26)绕转动轴心(X)转动自如地连接在主整地部件(25)两端，并从接地的延长姿态改变成退让到主整地部件(25)上方的退让姿态。施力部件(S)的一端挂在延长整地部件(26)上，另一端与主整地部件(25)连接，延长整地部件(26)在延长姿态时处于转动轴心(X)下方。在转动轴心(X)的径向外侧设置着抵接部(52)，抵接部(52)在延长整地部件(26)从延长姿态向退让姿态转动途中与施力部件(S)的两端间的中途部抵接。
一种改良盐碱地的装置和方法,本发明涉及一种改良盐碱地的装置和方法，其中装置包括在待绿化区域的至少部分外围上设有隔离层，在所述待绿化区域内临界水位上设置用于排盐和/或排碱的主副盲沟，所述主副盲沟的出水口通向水平面低于所述盲沟的集水井。所述方法包括设置隔离层，铺设盲沟，修筑集水井，改善土壤理化性状。本发明充分利用各种固体废弃物为改良盐碱地的主要材料，并综合使用物理-化学-生物方法对盐碱地进行改良。各种固体废弃物用于修筑主副盲沟和集水井，控制地下水位。种植树木微区和表层改善土壤理化性状和降低土壤中的含盐量。并筛选耐盐碱性强的乡土植物和植物新品种进行栽种，通过后期养护中，长期控盐、控碱措施，达到林业造林或园林绿化的目的。
旋耕机调高锁定机构,本发明公开的是一种旋耕机调高锁定机构，其包括设在扶手下方的调高手柄，该手柄连接柔性拉线，设在角尺架上方的调高器座，柔性拉线另一端同时经设在调高器座内的Z字头连接挡位销，顶推挡位销的弹性元件，固定在角尺架后侧的定位套，沿定位套上、下滑移并连接轮轴的调节杆，调节杆上设有多个沿垂直方向呈“一”字型排列的定位槽，通过挡位销与该定位槽的插接实现耕刀高度调节。该机构结构简单，操作简便，省时省力，机械化程度高。
