名称,摘要
油菜捡拾脱粒机,本发明涉及一种油菜捡拾脱粒机，属于农业机械技术领域。该机包括牵引驱动脱粒机，所述牵引驱动脱粒机的前部设有割台喂入装置，所述割台喂入装置的前端两侧通过挂接装置挂装拾禾器，所述拾禾器为由仿形地轮和带式捡拾机构组成的独立单元式捡拾器，所述仿形地轮位于带式捡拾机构前侧，与挂接装置形成对带式捡拾机构的前后支撑，所述带式捡拾机构由环绕在主动和从动辊轴上的齿带构成，所述齿带上间隔分布有弹性输送拨齿。本发明的油菜捡拾脱粒机可以机械化的方式完成油菜的捡拾和脱粒，从而一改传统的人工收割方式，为实现油菜的“分段收割”机械化奠定基础，有效保证油菜的收割质量，提高作业效率。
谷物联合收割机柱式柔性脱粒方法及柱式柔性脱粒机构,一种谷物联合收割机柱式柔性脱粒方法及柱式柔性脱粒机构，属于谷物联合收割机技术领域；本发明尤其是适合小麦、水稻、大豆等各类谷物的收获；作物在由倾斜输送器送入切流滚筒4时，滚筒4由柱体3抓取作物；在柱体3抓取作物后由接触头1与谷穗的打击进行部分脱粒；脱粒时由于接触头1本身的尺寸形状圆滑，可以使物料的冲击强度降至最低；而柱体3在滚筒4的筒面5呈螺旋排列，所以柱体3可有效的保证了谷粒与谷穗的脱粒分离效果；通过本方法及其柱式柔性脱粒机构可以有效的避免谷物在脱粒过程中由于直接打击而出现的过度损伤，最大限度的保证了谷物的完整性，有利于谷物作为种子的再次利用，提高了谷物的保存期限和质量。
一种平房仓控温储粮方法及其装置,本发明提供一种平房仓控温储粮方法及其装置。所述装置包括带进风口和出风口的平房仓，其特征在于在平房仓的粮堆上层距粮面0.6～0.8米的位置设有带孔的通风道，通风道的入风口与平房仓的进风口相连，平房仓的出风口上设有轴流风机。通过在平房仓内粮堆上层及其以上空间区域形成的负压，强行将仓外的冷空气从通风道穿过粮堆上层进入仓内上部的空间，从而置换出平房仓粮堆上层及其以上空间的热空气，在降低上层粮温的同时也降低了隔热谷壳和仓内空间温度，既节能、降耗、降成本，又能进一步提高通风降温效果，最大限度地延缓粮食品质劣变时间，提高低温储粮保鲜效果，确保储粮安全。
脱粒装置,本发明公开了一种联合收割机的脱粒装置(1)，改进了将向收割谷秆的根部侧流下的谷粒向脱粒滚筒(9)进行引导的引导板(25)，并能够将向收割谷秆的根部侧流下的谷粒更可靠地向脱粒滚筒(9)引导。引导板(25)形成为其脱粒滚筒侧的端部进入到脱粒齿(26)的顶端所绘出的旋转轨迹(K)的内侧，并且在引导板(25)的脱粒滚筒侧的端部上设置有允许脱粒齿(28)通过的脱粒齿通过部(31)或(32)。
收割机籽粒升运器,本发明公开了一种收割机籽粒升运器，包括机体上竖直设有筒状壳体，筒状壳体的底端设有底储粮腔，而筒状壳体顶端设有顶储粮腔，筒状壳体内通过上升运链轮和下升运链轮设有在动力装置驱动下运行的升运链条，升运链条上依次排列设有若干储粮斗，所述底储粮腔连接底籽粒输送搅龙，所述顶储粮腔连接顶输送搅龙，上升运链轮和下升运链轮分别通过上升运轴和下升运轴转动设置于筒状壳体内，上升运轴一端设有与动力装置带连接的皮带轮、另端设有传动链轮，顶输送搅龙搅龙轴设有与传动链轮链连接的顶输送搅龙链轮。本发明在籽粒升运过程籽粒破碎率低，升运力强，储粮介质新颖且抗磨损，并且整个升运装置维修方便，运转功耗低，适用作物范围广。
脱粒装置,通过在回转筒(36)及其周边结构方面下功夫，提供一种能够向摆动分选装置(32)和出尘口(26)均匀且流畅地供给处理物从而防止分选效率降低的脱粒装置(4)。在该脱粒装置(4)中，为了将来自滚筒室(17)的出尘口(26)的处理物向所述传送链(20)一侧输送，设置了能够围绕垂直于处理物输送方向的轴心(P2)旋转的带螺旋叶片的回转筒(36)。在回转筒(36)的上方设置带开口的引导部件(121)(参照图3、图21、图27、图28)，或者将筛选部件(122)安装在摆动分选装置(32)上，并从摆动分选装置上延伸到回转筒(36)的下方(参照图3、图19)。
脱谷装置,本发明涉及脱谷装置。本发明通过在颖壳筛的分选路径中设置规定的落差而实现分选性能的提高。将第二颖壳筛(33)的前端部设置在比第一颖壳筛(31)的后端部更低的位置上，形成第一阶梯差(A)。另外，将第三颖壳筛(34)的前端部设置在比第二颖壳筛(33)的后端部更低的位置上，形成第二阶梯差(B)。而且，形成朝向第一阶梯差(A)及第二阶梯差(B)送风的送风路径。
半喂入式收割机脱粒滚筒与凹板筛间的毛草分离装置,本发明涉及一种半喂入式收割机脱粒滚筒与凹板筛间的毛草分离装置，属于收割机的谷草处理部件。它是在脱粒滚筒(1)上方安装滚筒半圆罩(2)，滚筒半圆罩(2)内侧用多块导流板(5)环向分隔出一个个的螺旋导流槽(6)，螺旋导流槽(6)与脱粒滚筒的脱粒齿(7)之间形成毛草气流通道；在最后一道螺旋导流槽(6)位于脱粒滚筒(1)端部上方位置，连接有导流槽(8)。本发明可使60％以上的毛草随高速旋转脱粒滚筒所产生的离心力甩出至脱粒后的秸秆上面一同排出；缩小了清选振动筛的面积，大大减轻了振动筛逐草负荷，适合半喂入收割机的小型化发展方向。
脱谷装置,一种脱谷装置，具有配置在脱谷滚筒的下方周边的接收网，收容脱谷滚筒的滚筒室的后方一侧和收容送尘口处理滚筒的处理室的前方一侧经送尘口连通，能够使由脱谷滚筒脱谷的效率提高，同时能够使由脱谷滚筒未处理完的未处理物从滚筒室高效地移送到处理室。在与上述送尘口(47)相比位于前方一侧的接收网(44)的第一接收网部(71)中，在脱谷滚筒(43)的旋转轴线方向并列配置以板面朝向前后方向的状态分别沿着脱谷滚筒(43)的周向的多个纵板部件(73)。在截面视图中看大致为圆形的多个线状部件(74)，以沿着脱谷滚筒(43)的轴线方向地分别穿插在形成于上述纵板部件(73)上的孔(73a)中的状态，并列配置在上述脱谷滚筒(43)的周向。
可调控仓储环境的多功能烟叶堆垛密封储藏方法,本发明涉及一种烟叶堆垛的密封储藏方法。可调控仓储环境的多功能烟叶堆垛密封储藏方法，其特征在于它包括如下步骤：1)构建一个可调控仓贮环境的烟叶堆垛密封空间：用塑料密封帐幕对入库的烟叶堆垛进行覆盖，将烟叶堆垛围在密封的空间内；进气控制接头、出气控制接头开启时是塑料密封帐幕所围成的密封空间与外界进行气流交换的通道，进气控制接头、出气控制接头关闭时则是保持塑料密封帐幕所围成的密封空间处于完全的密闭状态；2)气体熏蒸杀虫；3)熏蒸杀虫后的有毒气体的过滤净化；4)日常的烟叶防霉养护；5)进入冬季时，开启塑料密封帐幕进行烟叶的冬季普查和烟叶自然通风养护，直到第二年的初春再次将塑料密封帐幕复原。该方法具有成本低、环保的特点。
一种纵轴流脱粒分离装置,本发明为一种纵轴流脱粒分离装置，包括有辅助喂入脱粒装置和纵轴流脱粒分离装置，辅助喂入脱粒装置由辅助喂入脱粒滚筒2、上罩板1和冲孔凹板8组成。纵轴流脱粒分离装置由导流罩3、喂入螺旋4、顶盖5、纵轴流脱粒分离滚筒6和分离凹板7组成。本发明将传统纵轴流脱粒分离装置中的切流脱粒装置和辅助喂入装置的功能合二为一，适合喂入量较大的作物，且喂入均匀、顺畅、价格便宜、结构简单、体积小，更容易在我国大部分市场接受的中小型联合收割机上进行布置。
一种带有液压升降机构的半喂入稻麦联合收割机用的滚筒,本发明公开了一种带有液压升降机构的半喂入稻麦联合收割机用的滚筒，脱粒机架(8)与方管(13)相对，在脱粒机架(8)与方管(13)之间设有液压升降机构，液压推动装置的控制部件包括齿轮泵(9)，齿轮泵(9)通过连接管(12)分别与两液压油缸(15)相连通，在齿轮泵(9)与两液压油缸(15)之间依次串接有进/出油控制阀(10)和油速调节阀(11)，液压油缸(15)内的活塞杆(2)顶部与方管(13)为活动连接，底部与液压油缸(15)内的活塞连接，液压油缸内产生液压力驱动活塞杆(2)上下移动，活塞杆(2)推动方管(13)、滚筒固定架(4)和脱粒滚筒体(6)沿脱粒机架(8)上下方向作升降运动。
异速双横轴流脱粒分离装置,本发明涉及一种收获机械的异速双横轴流脱粒分离装置，所说的异速双横轴流脱粒分离装置，包括脱粒滚筒、分离滚筒、脱粒滚筒凹板和分离滚筒凹板，其特征在于：脱粒滚筒采用短纹杆-板齿复合结构，分离滚筒采用钉齿滚筒；脱粒滚筒凹板采用栅格筛式，分离滚筒凹板采用栅格-冲孔组合筛式；脱粒滚筒凹板的末端与分离滚筒凹板的前端通过延长凹板连接；脱粒滚筒的转速低于分离滚筒的转速。全新的异速双横轴流脱粒分离装置采用前后两个转速不同的脱粒滚筒，脱粒的工艺流程顺畅合理，提高了脱粒、分离能力，脱离效果好，喂入量比同型号的单滚筒提高30％以上。
玉米刮刀,本发明提供了一种用于从玉米棒芯刮削完整玉米粒的玉米刮刀，其包括在一端的手柄部分和在另一端连接到所述手柄部分的使用部分，其中所述使用部分包括连接到基板的桥形件，在使用中玉米穗靠近或抵靠所述基板被放置，并且其中所述桥形件带有至少一个用于接合和切入玉米粒根部的齿机构。
一种玉米脱粒机,本发明公开了一种玉米脱粒机，包括支架、进料斗、脱粒装置、出料口和动力装置，进料斗与脱粒装置连接，出料口位于脱粒装置底端，所述脱粒装置包括位于脱粒筒上面分段的脱粒仓和位于脱粒筒下面的接料底板，脱粒仓整体上大下小；与进料斗连接的为第一段脱粒仓，第一段脱粒仓上端开口径大于下端开口径，其他脱粒仓设置有位于外部的仓壳和位于仓壳与脱粒筒之间的自动调节脱粒仓高度结构；本发明实现了多次脱粒，解决了不同棒径玉米棒进料和脱粒的问题，脱粒效果非常好；可以批量进料和出料，还可以自动转向送料使玉米棒顺畅进入脱粒仓进行脱粒；脱粒速度很快，是现有玉米脱粒机的2倍以上，脱净率几乎达到100％。
手摇式打场机,一种手摇式打场机，适合于农户小规模收获农作物后打场使用；目的是操作简单、效率高；本发明包括有打场板、打场杆、摇把、主轴、套管和支架；打场板通过固定片装在销轴上，销轴装在打场杆的两端；打场杆中心固定安装在主轴前端；主轴通过轴承装在套管内，套管装在支架上；主轴两端均伸出套管，摇把装在主轴后端；支架包括两个前支架和一个后支架，两个前支架成A字形；在支架底部，两个前支架和一个后支架之间构成稳定三角形；前支架底部和后支架底部之间采用连接板连接，在前支架底部和后支架底部分别安装有万向轮。
