"patent_id","名称","申请号","摘要"
"10389288","植苗机","CN200510135125.6","本发明涉及具备在农田种植幼苗的植苗体的植苗机。其设有作业者乘坐
的、能够向苗供给装置进行补充幼苗作业的作业者用车座，并且机体采用小
型步行操纵式结构，其特征在于，能够容易确认机体前进方向的前方以及后
方的两个方向，能够正确进行机体的操纵，作业者能够放心乘坐，并且能够
容易确认种植在农田的幼苗的种植情况，能够进行良好的种植作业，还有幼
苗的种植不会紊乱。将上述作业者用车座(70L、70R)做成比上述前轮(7、
7)的车轴(17、17)位置靠后侧且比上述后轮(6、6)的车轴(10、10)位
置靠前侧，在上述苗供给装置(4)的左右方向外侧附近面向上述苗供给装置
(4)以朝向机体内侧的姿势就座。"
"10389289","苗移植机","CN200610066345.2","一种由植苗体以向前后方向的姿势(横向姿势)移植苗的苗移植机，植
苗体在向上侧移动从土壤内退出的退出动作时容易钩到并拾起前后很长地埋
入在移植苗后的土壤内的蔓部分，导致埋入在土壤内的蔓从土壤内露出或苗
的移植深度变浅以至于苗的移植精度下降。在上述结构的苗移植机中，设置
在植苗体(6)进行退出动作时，相对支撑联杆(36)可移动地从上面压住植
苗位置土壤的压具(91)，将伴随着植苗体(6)的退出动作的支撑联杆(36)
的上动，从上侧抵接到与上述压具(91)一体移动的从动体(91d)上的压住
动作用凸轮(92)设置在机体侧，设置使压住动作用凸轮(92)在植苗体(6)
的插入动作时，从上述从动滚子(91d)退避的退避机构。"
"10390973","包含连续排列的萌发单元的种子带以及使所述种子带萌发的方法","CN02829955.8","包括连续排列的萌发单元(1a、1b、1c)的种子带由至少一个载
体条(2)以及至少一个可生物降解的、透气材料的层(3)制成，所
述可生物降解的、透气材料层(3)位于所述载体条上。每个萌发单
元(1a、1b、1c)包含载体(7)、至少一种添加剂(8)和任选地辅
助剂(9)以及一个或多个种子(10)的混合物。可生物降解的、透
气的材料层(3)是柔性的和非织造的。一种或多种添加剂(8)是吸
水性的。如此，所述种子带特别适于经受催芽过程，因为其具有很高
的保持水分的能力，而不崩解。"
"10399518","乘坐式水稻插秧机的机罩连接机构","CN01811597.7","乘坐式水稻插秧机的普通机罩连接机构结构非常复杂，因此需要
考虑改进以便于连接和拆卸。普通机构需要许多部件，因此需要改进
以便于维修。燃料箱(136)和机罩(22)设置在车身架上前部的乘坐
式玉米插秧机包括设置在机罩(22)前后部的紧固部(150)和紧固部
(140)，以便将机罩(22)固定于车身。在后紧固部(150)，机罩
(22)通过设置在机罩(22)中部和后端部之间的绕枢轴转动支撑部
旋转支撑在车身的燃料箱(136)上。在前紧固部(140)，通过设置
在纵向延伸杆将机罩(22)以可拆卸的方式固定在车身的车身盖(20)
上，纵向延伸杆设置在机罩上以便得以连接于车身。"
"10401518","种子带","CN02829956.6","种子带(1)包括连续排列的由平面材料制成的萌发单元(2a、2b、
2c)。这些萌发单元被结合或者固定到载体条(3)上，该载体条(3)是可
生物降解材料的至少一个层。每个萌发单元(2a、2b、2c)预定被移栽
到土壤(12)中或者生长底物中，并且除一个或多个种子(6)之外包括载
体(7)、至少一种添加剂(9)和任选地辅助剂(8)的混合物。所述一种或
多种添加剂(9)包括吸水性材料，例如超吸收性聚合物。每个萌发单元
(2a、2b、2c)提供有至少一个拒水材料的窄的区域(5)，该区域跨越萌
发单元表面，与所述单元的上边缘邻接或者至少达到所述单元的上边
缘。所述窄的区域的材料在萌发单元的整个厚度上渗透萌发单元(2a、
2b、2c)的平面材料。因此，即使所述种子带的上端从土壤中稍微突出
出来，种子带也不易于因为阳光和风的作用而被干燥。"
"10409384","中心传动强推式及半口盛种精密排种器","CN200710017665.3","本发明属农业机械制造领域。其中的强推式精密排种器是在排种
器盒内有精密排种轮，精密排种轮上有小粒排种孔、中粒排种孔和大
粒排种槽，精密排种轮内上部有阻漏轴，下部有小粒推种轮和中粒推
种轮，推种轮上有推种齿，内切啮合在对应精密排种轮上的小粒排种
孔和中粒排种孔中。进行精密播种时，精密排种轮沿顺时针方向转动，
种子受重力作用部分进入排种孔中，在孔外的种子转动到上部时被毛
刷阻挡，留在盛种腔中，孔内种子被带到排种器壳右下部时流出，不
能流出的种子在下部被啮合在孔内的推种齿推出，实现精密播种。其
中的半口盛种单用精密排种器是将精密排种轮上的排种孔做成盲孔，
孔径和孔深为相应播种作物种子粒径2倍左右和略大于粒径。"
"10410556","开沟机的分土器","CN200410041696.9","开沟机的分土器，属农业机械领域。由开沟机机架、刀盘、齿轮
箱、限深器等组成的开沟机装配在手扶拖拉机机架的前端，刀盘上方
的分土器上设有V形分土板和支撑柱，分土板采用一整块材料制成，
其下边缘线是直线或近似直线形，后部与支撑柱的顶端采用铰联锁紧
机构联接固定，铰联锁紧机构上设置调节装置。本发明结构新颖、合
理，生产制造工艺简单，成本低，安装、调节、操作使用方便。分土
器的仰角可以大幅度的调节，适合于干硬、潮湿等各种田块的开沟作
业。分土板下边缘呈直线形的分土器抛土均匀，有良好的覆土盖籽效
果，有利于免耕种植业的推广。其整体性好，强度高，耐冲击，使用
寿命长，光滑，不易粘泥，提高了工作效率。"
"10410557","内部清种型孔轮式稻种排种器","CN200610035507.6","本发明涉及一种内部清种型孔轮式稻种排种器，属于农业机械中
播种机具上的排种作业装置。主要由排种器壳体、排种型孔轮总成、
刷种轮总成、第一充种室、充种室控种隔板和导种管组成，其特征在
于：还包括内部清种器和第二充种室，所述的排种型孔轮总成、刷种
轮总成、充种室隔板和内部清种器均安装在排种器壳体内，排种型孔
轮总成安装在刷种轮总成下方，充种室控种隔板的一端与排种型孔轮
接触，在充种室控种隔板与排种型孔轮的接触端开设凹槽，充种室控
种隔板的另一端固定在排种器壳体的上端盖上。具有充种性能好的优
点，特别是采用第二充种室结构，提高了水稻芽种充进型孔的概率；
采用排种器的内部清种结构，明显减少了种子破损率。"
"10413601","谷类种子的气动分配器","CN03826976.7","一种颗粒和/或粉末材料的气动分配器，包括主分配导管(8)，
其具有第一端部(8a)和第二端部(8b)，气流在该第一端部(8a)的
区域中在压力作用下注入导管，该主分配导管(8)具有关于气流方向
的各相邻的会聚-发散部分(11a、11b、11c)，这些部分(11a、11b、
11c)限定了文氏导管(11)。定量给料装置(3)的设置是为了将经
计量的材料在文氏导管的窄横截面区域(11b)输送到主导管(8)中，
以便将材料混合到气流中并把获得的混合物带向第二端部(8b)。分
配器，包括至少一个从文氏导管(11)旁边经过的副导管(13)，以
便将主导管(8)的设置在文氏导管上游处的截面(14)连接到主导管
(8)的设置在文氏导管下游处的截面(15)。"
"10413602","插秧装置","CN200610071541.9","本发明的课题在于，在将后部装备有栽种机构(4)的栽种箱的前
端部以向后的悬臂状连结于横长的栽种机架、经由箱内的传动机构将
横架在栽种箱的前部的输入轴和横架在栽种箱的后部的栽种驱动轴联
动连结的插秧机的插秧装置中，实现栽种箱的轻量化并提高组装作业
性，并且能够确保高密封性。栽种箱(8)构成为一体成型的前后方向
上较长的筒状，并且，在栽种箱(8)的相对于栽种机架(6)连结的
前端连结部、和输入轴(20)的轴支承部位之间，一体形成有将栽种
箱内部前后分隔的隔壁(8d)，栽种箱(8)的后部开口端由盖(46)
封闭。"
"10415847","前置式开沟机","CN03143950.0","前置式开沟机，属于农业机械技术领域。该机包括用于安装连接在手扶拖
拉机的前方机架上的机架臂及机架臂上安装的刀盘、皮带轮、齿轮箱，刀盘中
心低于手扶拖拉机的前方机架的高度。安装连接在手扶拖拉机的前方机架上的
机架臂是向下倾斜的或者中间呈弯曲状态，使开沟机距手扶拖拉机的距离缩短，
降低了前方的重力距；还使刀盘距地高度降低，从而降低了开沟机作业时手扶
拖拉机的倾斜角度。本发明结构新颖，合理、简单，生产制造容易，特别是降
低了劳动强度，提高开沟机的直线性和工作效率，有利于延长柴油机的使用寿
命，有极大的推广实用价值和广阔的市场前景。"
"10419416","改进的插秧机","CN200610068684.4","本发明公开了一种改进的插秧机，它包括插秧牵引部，铰接于牵引部后部
的插秧工作部，位于所述插秧工作部底部的秧船，所述秧船下方设有两个秧船
辅助撑板，所述插秧工作部的机架和秧船辅助撑板之间设有辅助撑板的高度调
节装置；所述插秧工作部上还设有高于所述秧船表面且方便抓取秧苗的储秧架；
通过调节高度调节装置，使插秧机主要的压力通过秧船辅助撑板作用在较硬的
土层上，可以有效的防止由于插秧机压力造成的壅泥、壅苗等现象，防止对插
好秧苗的损坏；储秧架的设置，站在所述秧船上操作者不需要弯腰去取原来放
置在秧船上的秧苗，伸手即可拿到位于所述储秧架上的秧苗，降低了劳动强度；
同时保护了秧苗苗床土，易于秧苗成活。"
"10421181","蔬莱移植机","CN200480024765.3","一种蔬菜移植机，其以稳定控制移植深度提高移植性能为目的。
设置调节植苗深度的升降缸(24)(124)和升降阀(31)(131)及
检测种植爪(9)(109)的植苗深度的升降传感器即培土轮(12)或
压平轮(180)；把培土轮或压平轮(180)的检测动作直接传递到该
升降阀(31)(131)。另外，连接培土轮(12)或压平轮(180)与
升降阀(31)(131)以使在手动调节升降阀(31)(131)时升降传
感器即培土轮(12)或压平轮(180)不动。"
"10428523","种植绳专用一体化免耕种植机","CN200410081285.2","本发明种植绳专用一体化免耕种植机由支撑架(8)、承重轮(9)、种植绳浸
渍装置、种植绳导向装置和种植绳播种装置构成。其中种植绳浸渍装置由
支撑架(8)上方的种植绳绞盘(1)、挤压头(2)、1号浸液槽(3)、2号浸液槽(4)和3
号浸液槽(5)构成；种植绳导向装置由三个导轮(6)构成，它们都通过铰链(17)
与铰链轴(15)相连；种植绳播种装置由开沟器(11)、定向轮(16)、定位轮(12)、
回沟器(7)、可调换回沟器犁头(13)、复位压轮(14)和张紧簧(10)构成；浸液槽
中应加入水和营养液，对种植绳进行浸渍。能够实现秸秆生态种植绳水分、
养分浸渍，开沟播种，复沟和碾压复平等一次性免耕种植。"
